#start1	start2	end1	end2	size2	name2
96009	25345	96115	25451	34018	NODE_4_length_34018_cov_1.005631
96149	25487	96185	25523	34018	NODE_4_length_34018_cov_1.005631
96270	25613	96326	25669	34018	NODE_4_length_34018_cov_1.005631
96362	25703	96426	25767	34018	NODE_4_length_34018_cov_1.005631
96436	25784	96480	25828	34018	NODE_4_length_34018_cov_1.005631
96555	25909	96598	25952	34018	NODE_4_length_34018_cov_1.005631
96625	25982	96673	26030	34018	NODE_4_length_34018_cov_1.005631
96709	26066	96751	26108	34018	NODE_4_length_34018_cov_1.005631
96759	26114	96824	26179	34018	NODE_4_length_34018_cov_1.005631
96825	26179	96884	26238	34018	NODE_4_length_34018_cov_1.005631
97067	26413	97108	26454	34018	NODE_4_length_34018_cov_1.005631
97106	26451	97145	26490	34018	NODE_4_length_34018_cov_1.005631
97180	26521	97218	26559	34018	NODE_4_length_34018_cov_1.005631
97319	26660	97391	26732	34018	NODE_4_length_34018_cov_1.005631
97510	26846	97552	26888	34018	NODE_4_length_34018_cov_1.005631
97552	26889	97585	26922	34018	NODE_4_length_34018_cov_1.005631
97663	26994	97718	27049	34018	NODE_4_length_34018_cov_1.005631
97896	27202	97978	27284	34018	NODE_4_length_34018_cov_1.005631
98004	27313	98069	27378	34018	NODE_4_length_34018_cov_1.005631
98179	27490	98321	27632	34018	NODE_4_length_34018_cov_1.005631
98314	27627	98370	27683	34018	NODE_4_length_34018_cov_1.005631
98464	27770	98510	27816	34018	NODE_4_length_34018_cov_1.005631
98569	27879	98604	27914	34018	NODE_4_length_34018_cov_1.005631
98700	27999	98751	28050	34018	NODE_4_length_34018_cov_1.005631
98811	28101	98889	28179	34018	NODE_4_length_34018_cov_1.005631
98901	28193	98954	28246	34018	NODE_4_length_34018_cov_1.005631
98950	28244	99013	28307	34018	NODE_4_length_34018_cov_1.005631
99103	28388	99192	28477	34018	NODE_4_length_34018_cov_1.005631
99305	28587	99343	28625	34018	NODE_4_length_34018_cov_1.005631
99408	28698	99497	28787	34018	NODE_4_length_34018_cov_1.005631
99494	28785	99535	28826	34018	NODE_4_length_34018_cov_1.005631
99545	28838	99580	28873	34018	NODE_4_length_34018_cov_1.005631
99674	28965	99726	29017	34018	NODE_4_length_34018_cov_1.005631
99729	29022	99803	29096	34018	NODE_4_length_34018_cov_1.005631
99832	29126	99880	29174	34018	NODE_4_length_34018_cov_1.005631
100034	29334	100065	29365	34018	NODE_4_length_34018_cov_1.005631
100066	29365	100100	29399	34018	NODE_4_length_34018_cov_1.005631
100097	29395	100140	29438	34018	NODE_4_length_34018_cov_1.005631
100161	29459	100228	29526	34018	NODE_4_length_34018_cov_1.005631
100214	29514	100250	29550	34018	NODE_4_length_34018_cov_1.005631
100248	29550	100295	29597	34018	NODE_4_length_34018_cov_1.005631
100328	29626	100408	29706	34018	NODE_4_length_34018_cov_1.005631
100467	29767	100533	29833	34018	NODE_4_length_34018_cov_1.005631
100563	29860	100653	29950	34018	NODE_4_length_34018_cov_1.005631
100637	29936	100706	30005	34018	NODE_4_length_34018_cov_1.005631
100782	30095	100824	30137	34018	NODE_4_length_34018_cov_1.005631
100874	30185	100927	30238	34018	NODE_4_length_34018_cov_1.005631
100939	30252	100981	30294	34018	NODE_4_length_34018_cov_1.005631
101014	30331	101146	30463	34018	NODE_4_length_34018_cov_1.005631
101327	30658	101368	30699	34018	NODE_4_length_34018_cov_1.005631
101395	30722	101437	30764	34018	NODE_4_length_34018_cov_1.005631
101486	30813	101572	30899	34018	NODE_4_length_34018_cov_1.005631
101612	30931	101647	30966	34018	NODE_4_length_34018_cov_1.005631
101706	31022	101767	31083	34018	NODE_4_length_34018_cov_1.005631
101832	31151	101865	31184	34018	NODE_4_length_34018_cov_1.005631
101862	31179	101921	31238	34018	NODE_4_length_34018_cov_1.005631
101926	31245	102020	31339	34018	NODE_4_length_34018_cov_1.005631
102170	31488	102233	31551	34018	NODE_4_length_34018_cov_1.005631
102220	31541	102283	31604	34018	NODE_4_length_34018_cov_1.005631
102283	31606	102324	31647	34018	NODE_4_length_34018_cov_1.005631
102356	31690	102436	31770	34018	NODE_4_length_34018_cov_1.005631
102468	31804	102619	31955	34018	NODE_4_length_34018_cov_1.005631
102679	32017	102713	32051	34018	NODE_4_length_34018_cov_1.005631
102712	32049	102824	32161	34018	NODE_4_length_34018_cov_1.005631
102813	32149	102848	32184	34018	NODE_4_length_34018_cov_1.005631
102849	32187	102930	32268	34018	NODE_4_length_34018_cov_1.005631
103030	32370	103102	32442	34018	NODE_4_length_34018_cov_1.005631
103101	32437	103183	32519	34018	NODE_4_length_34018_cov_1.005631
103233	32576	103294	32637	34018	NODE_4_length_34018_cov_1.005631
103325	32665	103367	32707	34018	NODE_4_length_34018_cov_1.005631
103460	32803	103499	32842	34018	NODE_4_length_34018_cov_1.005631
103488	32834	103529	32875	34018	NODE_4_length_34018_cov_1.005631
103611	32964	103666	33019	34018	NODE_4_length_34018_cov_1.005631
103667	33022	103702	33057	34018	NODE_4_length_34018_cov_1.005631
103805	33137	103854	33186	34018	NODE_4_length_34018_cov_1.005631
103865	33199	103919	33253	34018	NODE_4_length_34018_cov_1.005631
104032	33369	104099	33436	34018	NODE_4_length_34018_cov_1.005631
104124	33456	104181	33513	34018	NODE_4_length_34018_cov_1.005631
104178	33513	104215	33550	34018	NODE_4_length_34018_cov_1.005631
104248	33576	104287	33615	34018	NODE_4_length_34018_cov_1.005631
104294	33621	104341	33668	34018	NODE_4_length_34018_cov_1.005631
104515	33845	104546	33876	34018	NODE_4_length_34018_cov_1.005631
104547	33876	104599	33928	34018	NODE_4_length_34018_cov_1.005631
58410	168	58488	246	26345	NODE_5_length_26345_cov_1.003467
58550	313	58601	364	26345	NODE_5_length_26345_cov_1.003467
58642	409	58758	525	26345	NODE_5_length_26345_cov_1.003467
58763	531	58835	603	26345	NODE_5_length_26345_cov_1.003467
58896	685	58996	785	26345	NODE_5_length_26345_cov_1.003467
59017	802	59076	861	26345	NODE_5_length_26345_cov_1.003467
59088	875	59123	910	26345	NODE_5_length_26345_cov_1.003467
59202	991	59276	1065	26345	NODE_5_length_26345_cov_1.003467
59324	1115	59373	1164	26345	NODE_5_length_26345_cov_1.003467
59369	1158	59440	1229	26345	NODE_5_length_26345_cov_1.003467
59521	1317	59586	1382	26345	NODE_5_length_26345_cov_1.003467
59691	1483	59754	1546	26345	NODE_5_length_26345_cov_1.003467
59798	1584	59846	1632	26345	NODE_5_length_26345_cov_1.003467
59903	1693	59950	1740	26345	NODE_5_length_26345_cov_1.003467
59970	1763	60009	1802	26345	NODE_5_length_26345_cov_1.003467
60085	1879	60123	1917	26345	NODE_5_length_26345_cov_1.003467
60154	1951	60192	1989	26345	NODE_5_length_26345_cov_1.003467
60227	2028	60316	2117	26345	NODE_5_length_26345_cov_1.003467
60421	2217	60506	2302	26345	NODE_5_length_26345_cov_1.003467
60610	2420	60693	2503	26345	NODE_5_length_26345_cov_1.003467
60722	2535	60807	2620	26345	NODE_5_length_26345_cov_1.003467
60849	2663	60921	2735	26345	NODE_5_length_26345_cov_1.003467
60967	2779	61036	2848	26345	NODE_5_length_26345_cov_1.003467
61121	2942	61173	2994	26345	NODE_5_length_26345_cov_1.003467
61173	2992	61215	3034	26345	NODE_5_length_26345_cov_1.003467
61260	3079	61349	3168	26345	NODE_5_length_26345_cov_1.003467
61409	3231	61444	3266	26345	NODE_5_length_26345_cov_1.003467
61450	3269	61490	3309	26345	NODE_5_length_26345_cov_1.003467
61490	3311	61528	3349	26345	NODE_5_length_26345_cov_1.003467
61568	3396	61627	3455	26345	NODE_5_length_26345_cov_1.003467
61735	3569	61779	3613	26345	NODE_5_length_26345_cov_1.003467
61779	3612	61819	3652	26345	NODE_5_length_26345_cov_1.003467
61861	3697	61908	3744	26345	NODE_5_length_26345_cov_1.003467
61904	3743	61954	3793	26345	NODE_5_length_26345_cov_1.003467
61962	3803	62029	3870	26345	NODE_5_length_26345_cov_1.003467
62051	3895	62085	3929	26345	NODE_5_length_26345_cov_1.003467
62092	3939	62125	3972	26345	NODE_5_length_26345_cov_1.003467
62157	4009	62200	4052	26345	NODE_5_length_26345_cov_1.003467
62292	4141	62344	4193	26345	NODE_5_length_26345_cov_1.003467
62562	4424	62666	4528	26345	NODE_5_length_26345_cov_1.003467
62737	4611	62833	4707	26345	NODE_5_length_26345_cov_1.003467
62826	4703	62867	4744	26345	NODE_5_length_26345_cov_1.003467
62869	4745	62915	4791	26345	NODE_5_length_26345_cov_1.003467
62914	4795	62978	4859	26345	NODE_5_length_26345_cov_1.003467
63032	4925	63172	5065	26345	NODE_5_length_26345_cov_1.003467
63187	5083	63284	5180	26345	NODE_5_length_26345_cov_1.003467
63277	5171	63422	5316	26345	NODE_5_length_26345_cov_1.003467
63444	5332	63496	5384	26345	NODE_5_length_26345_cov_1.003467
63502	5394	63628	5520	26345	NODE_5_length_26345_cov_1.003467
63658	5552	63695	5589	26345	NODE_5_length_26345_cov_1.003467
63702	5598	63755	5651	26345	NODE_5_length_26345_cov_1.003467
63755	5650	63898	5793	26345	NODE_5_length_26345_cov_1.003467
63978	5879	64013	5914	26345	NODE_5_length_26345_cov_1.003467
64013	5917	64117	6021	26345	NODE_5_length_26345_cov_1.003467
64111	6017	64232	6138	26345	NODE_5_length_26345_cov_1.003467
64284	6189	64324	6229	26345	NODE_5_length_26345_cov_1.003467
64324	6228	64482	6386	26345	NODE_5_length_26345_cov_1.003467
64543	6450	64674	6581	26345	NODE_5_length_26345_cov_1.003467
64696	6609	64729	6642	26345	NODE_5_length_26345_cov_1.003467
64736	6652	64873	6789	26345	NODE_5_length_26345_cov_1.003467
64918	6838	64987	6907	26345	NODE_5_length_26345_cov_1.003467
65004	6926	65040	6962	26345	NODE_5_length_26345_cov_1.003467
65038	6958	65079	6999	26345	NODE_5_length_26345_cov_1.003467
65140	7065	65248	7173	26345	NODE_5_length_26345_cov_1.003467
65243	7170	65303	7230	26345	NODE_5_length_26345_cov_1.003467
65298	7222	65340	7264	26345	NODE_5_length_26345_cov_1.003467
65341	7266	65418	7343	26345	NODE_5_length_26345_cov_1.003467
65419	7343	65509	7433	26345	NODE_5_length_26345_cov_1.003467
65581	7502	65630	7551	26345	NODE_5_length_26345_cov_1.003467
65623	7548	65677	7602	26345	NODE_5_length_26345_cov_1.003467
65681	7608	65730	7657	26345	NODE_5_length_26345_cov_1.003467
65749	7672	65798	7721	26345	NODE_5_length_26345_cov_1.003467
65818	7742	65885	7809	26345	NODE_5_length_26345_cov_1.003467
65921	7854	65968	7901	26345	NODE_5_length_26345_cov_1.003467
66025	7960	66099	8034	26345	NODE_5_length_26345_cov_1.003467
66091	8027	66175	8111	26345	NODE_5_length_26345_cov_1.003467
66205	8145	66309	8249	26345	NODE_5_length_26345_cov_1.003467
66308	8250	66395	8337	26345	NODE_5_length_26345_cov_1.003467
66448	8394	66499	8445	26345	NODE_5_length_26345_cov_1.003467
66608	8558	66649	8599	26345	NODE_5_length_26345_cov_1.003467
66649	8600	66692	8643	26345	NODE_5_length_26345_cov_1.003467
66693	8647	66748	8702	26345	NODE_5_length_26345_cov_1.003467
66745	8700	66794	8749	26345	NODE_5_length_26345_cov_1.003467
66803	8760	66849	8806	26345	NODE_5_length_26345_cov_1.003467
66843	8801	66902	8860	26345	NODE_5_length_26345_cov_1.003467
66883	8845	67066	9028	26345	NODE_5_length_26345_cov_1.003467
67103	9065	67188	9150	26345	NODE_5_length_26345_cov_1.003467
67227	9191	67272	9236	26345	NODE_5_length_26345_cov_1.003467
67363	9340	67422	9399	26345	NODE_5_length_26345_cov_1.003467
67456	9435	67519	9498	26345	NODE_5_length_26345_cov_1.003467
67519	9499	67575	9555	26345	NODE_5_length_26345_cov_1.003467
67572	9551	67640	9619	26345	NODE_5_length_26345_cov_1.003467
67683	9668	67755	9740	26345	NODE_5_length_26345_cov_1.003467
67770	9760	67809	9799	26345	NODE_5_length_26345_cov_1.003467
67868	9861	67905	9898	26345	NODE_5_length_26345_cov_1.003467
67965	9955	68005	9995	26345	NODE_5_length_26345_cov_1.003467
68017	10011	68093	10087	26345	NODE_5_length_26345_cov_1.003467
68076	10071	68145	10140	26345	NODE_5_length_26345_cov_1.003467
68142	10139	68244	10241	26345	NODE_5_length_26345_cov_1.003467
68279	10271	68329	10321	26345	NODE_5_length_26345_cov_1.003467
68327	10318	68384	10375	26345	NODE_5_length_26345_cov_1.003467
68417	10405	68512	10500	26345	NODE_5_length_26345_cov_1.003467
68562	10550	68598	10586	26345	NODE_5_length_26345_cov_1.003467
68643	10636	68710	10703	26345	NODE_5_length_26345_cov_1.003467
68734	10728	68778	10772	26345	NODE_5_length_26345_cov_1.003467
68776	10772	68835	10831	26345	NODE_5_length_26345_cov_1.003467
68832	10830	68903	10901	26345	NODE_5_length_26345_cov_1.003467
68893	10890	68955	10952	26345	NODE_5_length_26345_cov_1.003467
68963	10962	69018	11017	26345	NODE_5_length_26345_cov_1.003467
69026	11027	69140	11141	26345	NODE_5_length_26345_cov_1.003467
69184	11185	69236	11237	26345	NODE_5_length_26345_cov_1.003467
69289	11298	69386	11395	26345	NODE_5_length_26345_cov_1.003467
69379	11390	69429	11440	26345	NODE_5_length_26345_cov_1.003467
69451	11460	69486	11495	26345	NODE_5_length_26345_cov_1.003467
69572	11590	69648	11666	26345	NODE_5_length_26345_cov_1.003467
69637	11657	69692	11712	26345	NODE_5_length_26345_cov_1.003467
69689	11710	69746	11767	26345	NODE_5_length_26345_cov_1.003467
69766	11792	69812	11838	26345	NODE_5_length_26345_cov_1.003467
69818	11840	69887	11909	26345	NODE_5_length_26345_cov_1.003467
69893	11911	69933	11951	26345	NODE_5_length_26345_cov_1.003467
69923	11940	70017	12034	26345	NODE_5_length_26345_cov_1.003467
70140	12150	70184	12194	26345	NODE_5_length_26345_cov_1.003467
70203	12212	70246	12255	26345	NODE_5_length_26345_cov_1.003467
70240	12248	70292	12300	26345	NODE_5_length_26345_cov_1.003467
70398	12403	70452	12457	26345	NODE_5_length_26345_cov_1.003467
70498	12503	70567	12572	26345	NODE_5_length_26345_cov_1.003467
70549	12553	70619	12623	26345	NODE_5_length_26345_cov_1.003467
70687	12692	70747	12752	26345	NODE_5_length_26345_cov_1.003467
70751	12755	70820	12824	26345	NODE_5_length_26345_cov_1.003467
70827	12834	70865	12872	26345	NODE_5_length_26345_cov_1.003467
70875	12881	71005	13011	26345	NODE_5_length_26345_cov_1.003467
71068	13088	71124	13144	26345	NODE_5_length_26345_cov_1.003467
71126	13144	71168	13186	26345	NODE_5_length_26345_cov_1.003467
71272	13297	71451	13476	26345	NODE_5_length_26345_cov_1.003467
71446	13472	71489	13515	26345	NODE_5_length_26345_cov_1.003467
71479	13506	71564	13591	26345	NODE_5_length_26345_cov_1.003467
71649	13675	71684	13710	26345	NODE_5_length_26345_cov_1.003467
71702	13729	71753	13780	26345	NODE_5_length_26345_cov_1.003467
71755	13781	71804	13830	26345	NODE_5_length_26345_cov_1.003467
72726	14862	72779	14915	26345	NODE_5_length_26345_cov_1.003467
72781	14914	72841	14974	26345	NODE_5_length_26345_cov_1.003467
72843	14975	72883	15015	26345	NODE_5_length_26345_cov_1.003467
72886	15016	72981	15111	26345	NODE_5_length_26345_cov_1.003467
72957	15090	73021	15154	26345	NODE_5_length_26345_cov_1.003467
73021	15156	73104	15239	26345	NODE_5_length_26345_cov_1.003467
73194	15335	73236	15377	26345	NODE_5_length_26345_cov_1.003467
73232	15371	73313	15452	26345	NODE_5_length_26345_cov_1.003467
73448	15595	73515	15662	26345	NODE_5_length_26345_cov_1.003467
73512	15661	73620	15769	26345	NODE_5_length_26345_cov_1.003467
73618	15769	73792	15943	26345	NODE_5_length_26345_cov_1.003467
73963	16107	74082	16226	26345	NODE_5_length_26345_cov_1.003467
74077	16219	74121	16263	26345	NODE_5_length_26345_cov_1.003467
74131	16275	74164	16308	26345	NODE_5_length_26345_cov_1.003467
74212	16350	74249	16387	26345	NODE_5_length_26345_cov_1.003467
74291	16424	74357	16490	26345	NODE_5_length_26345_cov_1.003467
74356	16490	74399	16533	26345	NODE_5_length_26345_cov_1.003467
74520	16663	74604	16747	26345	NODE_5_length_26345_cov_1.003467
74628	16769	74701	16842	26345	NODE_5_length_26345_cov_1.003467
74743	16886	74804	16947	26345	NODE_5_length_26345_cov_1.003467
74833	16972	74886	17025	26345	NODE_5_length_26345_cov_1.003467
74884	17024	74965	17105	26345	NODE_5_length_26345_cov_1.003467
74963	17102	75025	17164	26345	NODE_5_length_26345_cov_1.003467
75025	17163	75087	17225	26345	NODE_5_length_26345_cov_1.003467
75154	17294	75194	17334	26345	NODE_5_length_26345_cov_1.003467
75350	17490	75408	17548	26345	NODE_5_length_26345_cov_1.003467
75568	17702	75645	17779	26345	NODE_5_length_26345_cov_1.003467
75667	17806	75735	17874	26345	NODE_5_length_26345_cov_1.003467
75893	18028	75934	18069	26345	NODE_5_length_26345_cov_1.003467
75960	18098	76019	18157	26345	NODE_5_length_26345_cov_1.003467
76130	18263	76288	18421	26345	NODE_5_length_26345_cov_1.003467
76368	18504	76429	18565	26345	NODE_5_length_26345_cov_1.003467
76428	18565	76471	18608	26345	NODE_5_length_26345_cov_1.003467
76631	18766	76704	18839	26345	NODE_5_length_26345_cov_1.003467
76745	18887	76834	18976	26345	NODE_5_length_26345_cov_1.003467
76820	18960	76882	19022	26345	NODE_5_length_26345_cov_1.003467
76867	19008	77049	19190	26345	NODE_5_length_26345_cov_1.003467
77072	19215	77181	19324	26345	NODE_5_length_26345_cov_1.003467
77345	19513	77477	19645	26345	NODE_5_length_26345_cov_1.003467
77553	19723	77609	19779	26345	NODE_5_length_26345_cov_1.003467
77687	19854	77737	19904	26345	NODE_5_length_26345_cov_1.003467
77825	19991	77862	20028	26345	NODE_5_length_26345_cov_1.003467
77910	20076	78016	20182	26345	NODE_5_length_26345_cov_1.003467
78090	20250	78142	20302	26345	NODE_5_length_26345_cov_1.003467
78196	20355	78230	20389	26345	NODE_5_length_26345_cov_1.003467
78227	20385	78393	20551	26345	NODE_5_length_26345_cov_1.003467
78634	20792	78689	20847	26345	NODE_5_length_26345_cov_1.003467
78690	20850	78839	20999	26345	NODE_5_length_26345_cov_1.003467
78841	20994	78918	21071	26345	NODE_5_length_26345_cov_1.003467
79000	21155	79068	21223	26345	NODE_5_length_26345_cov_1.003467
79079	21237	79138	21296	26345	NODE_5_length_26345_cov_1.003467
79205	21364	79261	21420	26345	NODE_5_length_26345_cov_1.003467
79257	21417	79364	21524	26345	NODE_5_length_26345_cov_1.003467
79396	21551	79434	21589	26345	NODE_5_length_26345_cov_1.003467
79491	21646	79537	21692	26345	NODE_5_length_26345_cov_1.003467
79666	21826	79743	21903	26345	NODE_5_length_26345_cov_1.003467
79940	22085	79984	22129	26345	NODE_5_length_26345_cov_1.003467
80013	22156	80116	22259	26345	NODE_5_length_26345_cov_1.003467
80311	22458	80375	22522	26345	NODE_5_length_26345_cov_1.003467
80523	22669	80638	22784	26345	NODE_5_length_26345_cov_1.003467
80639	22784	80787	22932	26345	NODE_5_length_26345_cov_1.003467
80783	22924	80887	23028	26345	NODE_5_length_26345_cov_1.003467
80964	23104	81061	23201	26345	NODE_5_length_26345_cov_1.003467
81152	23288	81189	23325	26345	NODE_5_length_26345_cov_1.003467
81190	23330	81240	23380	26345	NODE_5_length_26345_cov_1.003467
81240	23379	81354	23493	26345	NODE_5_length_26345_cov_1.003467
81378	23516	81481	23619	26345	NODE_5_length_26345_cov_1.003467
81546	23674	81581	23709	26345	NODE_5_length_26345_cov_1.003467
81573	23704	81612	23743	26345	NODE_5_length_26345_cov_1.003467
81728	23852	81778	23902	26345	NODE_5_length_26345_cov_1.003467
81822	23953	81870	24001	26345	NODE_5_length_26345_cov_1.003467
81866	23999	81906	24039	26345	NODE_5_length_26345_cov_1.003467
82058	24192	82092	24226	26345	NODE_5_length_26345_cov_1.003467
82093	24226	82168	24301	26345	NODE_5_length_26345_cov_1.003467
82168	24304	82205	24341	26345	NODE_5_length_26345_cov_1.003467
82205	24339	82267	24401	26345	NODE_5_length_26345_cov_1.003467
82309	24442	82371	24504	26345	NODE_5_length_26345_cov_1.003467
82483	24632	82543	24692	26345	NODE_5_length_26345_cov_1.003467
82544	24692	82603	24751	26345	NODE_5_length_26345_cov_1.003467
82602	24749	82634	24781	26345	NODE_5_length_26345_cov_1.003467
82742	24885	82895	25038	26345	NODE_5_length_26345_cov_1.003467
82960	25110	83008	25158	26345	NODE_5_length_26345_cov_1.003467
83019	25171	83130	25282	26345	NODE_5_length_26345_cov_1.003467
83156	25308	83191	25343	26345	NODE_5_length_26345_cov_1.003467
83186	25340	83220	25374	26345	NODE_5_length_26345_cov_1.003467
83232	25388	83270	25426	26345	NODE_5_length_26345_cov_1.003467
83352	25499	83392	25539	26345	NODE_5_length_26345_cov_1.003467
83425	25578	83550	25703	26345	NODE_5_length_26345_cov_1.003467
83584	25734	83665	25815	26345	NODE_5_length_26345_cov_1.003467
83673	25824	83715	25866	26345	NODE_5_length_26345_cov_1.003467
83758	25912	83801	25955	26345	NODE_5_length_26345_cov_1.003467
83828	25981	83882	26035	26345	NODE_5_length_26345_cov_1.003467
83916	26069	83982	26135	26345	NODE_5_length_26345_cov_1.003467
84030	26187	84073	26230	26345	NODE_5_length_26345_cov_1.003467
5551	17651	5599	17699	26345	NODE_5_length_26345_cov_1.003467
349011	17750	349079	17818	26345	NODE_5_length_26345_cov_1.003467
3748376	18123	3748431	18178	26345	NODE_5_length_26345_cov_1.003467
25046	73	25123	150	23933	NODE_6_length_23933_cov_1.032265
25232	263	25272	303	23933	NODE_6_length_23933_cov_1.032265
25397	434	25471	508	23933	NODE_6_length_23933_cov_1.032265
25473	508	25514	549	23933	NODE_6_length_23933_cov_1.032265
25557	597	25622	662	23933	NODE_6_length_23933_cov_1.032265
25793	842	25840	889	23933	NODE_6_length_23933_cov_1.032265
25911	968	25970	1027	23933	NODE_6_length_23933_cov_1.032265
26082	1141	26119	1178	23933	NODE_6_length_23933_cov_1.032265
26146	1216	26199	1269	23933	NODE_6_length_23933_cov_1.032265
26197	1268	26269	1340	23933	NODE_6_length_23933_cov_1.032265
26331	1404	26435	1508	23933	NODE_6_length_23933_cov_1.032265
26465	1543	26607	1685	23933	NODE_6_length_23933_cov_1.032265
26725	1809	26784	1868	23933	NODE_6_length_23933_cov_1.032265
26848	1933	26903	1988	23933	NODE_6_length_23933_cov_1.032265
26902	1986	26945	2029	23933	NODE_6_length_23933_cov_1.032265
26999	2092	27055	2148	23933	NODE_6_length_23933_cov_1.032265
27046	2138	27097	2189	23933	NODE_6_length_23933_cov_1.032265
27103	2192	27150	2239	23933	NODE_6_length_23933_cov_1.032265
27163	2256	27210	2303	23933	NODE_6_length_23933_cov_1.032265
27214	2311	27247	2344	23933	NODE_6_length_23933_cov_1.032265
27287	2379	27342	2434	23933	NODE_6_length_23933_cov_1.032265
27451	2546	27559	2654	23933	NODE_6_length_23933_cov_1.032265
27619	2721	27666	2768	23933	NODE_6_length_23933_cov_1.032265
27690	2795	27727	2832	23933	NODE_6_length_23933_cov_1.032265
27731	2835	27784	2888	23933	NODE_6_length_23933_cov_1.032265
27940	3039	28002	3101	23933	NODE_6_length_23933_cov_1.032265
28073	3177	28106	3210	23933	NODE_6_length_23933_cov_1.032265
28145	3246	28206	3307	23933	NODE_6_length_23933_cov_1.032265
28209	3312	28282	3385	23933	NODE_6_length_23933_cov_1.032265
28301	3405	28354	3458	23933	NODE_6_length_23933_cov_1.032265
28352	3457	28437	3542	23933	NODE_6_length_23933_cov_1.032265
28461	3569	28575	3683	23933	NODE_6_length_23933_cov_1.032265
28575	3685	28611	3721	23933	NODE_6_length_23933_cov_1.032265
28685	3799	28724	3838	23933	NODE_6_length_23933_cov_1.032265
28735	3852	28779	3896	23933	NODE_6_length_23933_cov_1.032265
28796	3912	28837	3953	23933	NODE_6_length_23933_cov_1.032265
28888	4007	28997	4116	23933	NODE_6_length_23933_cov_1.032265
29023	4146	29104	4227	23933	NODE_6_length_23933_cov_1.032265
29121	4249	29158	4286	23933	NODE_6_length_23933_cov_1.032265
29176	4302	29222	4348	23933	NODE_6_length_23933_cov_1.032265
29220	4345	29277	4402	23933	NODE_6_length_23933_cov_1.032265
29290	4412	29339	4461	23933	NODE_6_length_23933_cov_1.032265
29337	4458	29381	4502	23933	NODE_6_length_23933_cov_1.032265
29418	4535	29451	4568	23933	NODE_6_length_23933_cov_1.032265
29475	4589	29645	4759	23933	NODE_6_length_23933_cov_1.032265
29658	4774	29743	4859	23933	NODE_6_length_23933_cov_1.032265
29743	4858	29805	4920	23933	NODE_6_length_23933_cov_1.032265
29859	4979	29897	5017	23933	NODE_6_length_23933_cov_1.032265
29930	5056	29976	5102	23933	NODE_6_length_23933_cov_1.032265
29994	5122	30036	5164	23933	NODE_6_length_23933_cov_1.032265
30035	5164	30091	5220	23933	NODE_6_length_23933_cov_1.032265
30085	5213	30132	5260	23933	NODE_6_length_23933_cov_1.032265
30257	5382	30308	5433	23933	NODE_6_length_23933_cov_1.032265
30312	5433	30460	5581	23933	NODE_6_length_23933_cov_1.032265
30453	5576	30489	5612	23933	NODE_6_length_23933_cov_1.032265
30504	5625	30576	5697	23933	NODE_6_length_23933_cov_1.032265
30632	5748	30694	5810	23933	NODE_6_length_23933_cov_1.032265
30694	5812	30731	5849	23933	NODE_6_length_23933_cov_1.032265
30731	5847	30787	5903	23933	NODE_6_length_23933_cov_1.032265
30840	5955	30923	6038	23933	NODE_6_length_23933_cov_1.032265
31120	6251	31349	6480	23933	NODE_6_length_23933_cov_1.032265
31348	6480	31388	6520	23933	NODE_6_length_23933_cov_1.032265
31415	6543	31506	6634	23933	NODE_6_length_23933_cov_1.032265
31485	6610	31604	6729	23933	NODE_6_length_23933_cov_1.032265
31634	6755	31729	6850	23933	NODE_6_length_23933_cov_1.032265
31720	6843	31755	6878	23933	NODE_6_length_23933_cov_1.032265
31760	6885	31838	6963	23933	NODE_6_length_23933_cov_1.032265
31837	6963	31894	7020	23933	NODE_6_length_23933_cov_1.032265
31911	7035	31967	7091	23933	NODE_6_length_23933_cov_1.032265
32005	7125	32085	7205	23933	NODE_6_length_23933_cov_1.032265
32113	7229	32151	7267	23933	NODE_6_length_23933_cov_1.032265
32147	7265	32254	7372	23933	NODE_6_length_23933_cov_1.032265
32326	7440	32483	7597	23933	NODE_6_length_23933_cov_1.032265
32460	7573	32525	7638	23933	NODE_6_length_23933_cov_1.032265
32520	7634	32588	7702	23933	NODE_6_length_23933_cov_1.032265
32590	7701	32672	7783	23933	NODE_6_length_23933_cov_1.032265
32672	7784	32781	7893	23933	NODE_6_length_23933_cov_1.032265
32792	7906	32826	7940	23933	NODE_6_length_23933_cov_1.032265
32827	7940	32861	7974	23933	NODE_6_length_23933_cov_1.032265
32920	8032	32994	8106	23933	NODE_6_length_23933_cov_1.032265
33011	8129	33120	8238	23933	NODE_6_length_23933_cov_1.032265
33121	8240	33161	8280	23933	NODE_6_length_23933_cov_1.032265
33154	8275	33195	8316	23933	NODE_6_length_23933_cov_1.032265
33199	8321	33231	8353	23933	NODE_6_length_23933_cov_1.032265
33260	8382	33320	8442	23933	NODE_6_length_23933_cov_1.032265
33328	8448	33372	8492	23933	NODE_6_length_23933_cov_1.032265
33395	8516	33479	8600	23933	NODE_6_length_23933_cov_1.032265
33480	8602	33520	8642	23933	NODE_6_length_23933_cov_1.032265
33633	8756	33680	8803	23933	NODE_6_length_23933_cov_1.032265
33764	8891	33805	8932	23933	NODE_6_length_23933_cov_1.032265
33849	8979	33931	9061	23933	NODE_6_length_23933_cov_1.032265
33951	9084	33998	9131	23933	NODE_6_length_23933_cov_1.032265
